Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,401
Base Time Seconds,1522196111
Base Time Fractional,.233272980
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-8.791425329946e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.9997444152832,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.233272980
2,-8.415271963713e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.8998889923096,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.303685040
3,-8.157538218256e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.8000345230103,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.374070220
4,-8.011252816686e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.6997709274292,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.444450520
5,-7.885866466495e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.5999011993408,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.514838120
6,-7.739587317701e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.4997272491455,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.585211720
7,-7.607235943397e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.3998966217041,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.655621360
8,-7.481847319468e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.3000326156616,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.726013300
9,-7.405225233015e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.1998434066772,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.796415680
10,-7.272878406184e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.0999574661255,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.866806380
11,-7.182321724031e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.9997491836548,Volt DC,10,T,2W,F,F,03/28/2018,00:15:11,.937189820
12,-7.098727792254e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.8999090194702,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.007595720
13,-7.001210065027e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.8000802993774,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.077986200
14,-6.875827125441e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.6998691558838,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.148386560
15,-6.792233193664e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.5999498367310,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.218767880
16,-6.652917363681e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.4997558593750,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.289168360
17,-6.597190349567e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.3998823165894,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.359555860
18,-6.506634804282e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.3000440597534,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.429922680
19,-6.381250727827e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.1998310089111,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.500307260
20,-6.311590823316e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.0999975204468,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.570685460
21,-6.214067411747e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.9997839927673,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.641074640
22,-6.123514140199e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.8998961448669,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.711453960
23,-6.039925892765e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.8000555038452,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.781820500
24,-5.949370915914e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.6998882293701,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.852221200
25,-5.86577868944e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.6000189781189,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.922607780
26,-5.747357363362e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.4998049736023,Volt DC,10,T,2W,F,F,03/28/2018,00:15:12,.992990460
27,-5.684667598871e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.3999156951904,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.063375020
28,-5.566247978095e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.3000173568726,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.133770540
29,-5.489624186339e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.1998105049133,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.204173140
30,-5.385135750657e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.0999960899353,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.274561760
31,-5.34334162694e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.9998011589050,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.344970240
32,-5.266717835184e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.8999204635620,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.415351020
33,-5.162228262634e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.8000345230103,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.485739580
34,-5.064708261671e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.6998295783997,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.556137960
35,-4.974154421689e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.5999870300293,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.626524460
36,-4.904495654046e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.4998254776001,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.696917740
37,-4.820905132874e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.3999738693237,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.767302760
38,-4.744280488467e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.3000893592834,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.837671000
39,-4.646758782201e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.1998662948608,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.908053320
40,-4.563168829463e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.1000037193298,Volt DC,10,T,2W,F,F,03/28/2018,00:15:13,.978438620
41,-4.50047735967e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.9998531341553,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.048836500
42,-4.395990629291e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.8999509811401,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.119209220
43,-4.33329802263e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.8000812530518,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.189597720
44,-4.256672525571e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.6998558044434,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.260006080
45,-4.159153093042e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.5999670028687,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.330379780
46,-4.075561435002e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.4997715950012,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.400771020
47,-3.978040012953e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.3999614715576,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.471161020
48,-3.915347406291e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.3000693321228,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.541564280
49,-3.824791292573e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.1998953819275,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.611956380
50,-3.769064846892e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.1000075340271,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.682333760
51,-3.678510438476e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.9998168945313,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.752728300
52,-3.546159064172e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.8999161720276,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.823108900
53,-3.497395368868e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.8000946044922,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.893511340
54,-3.406841528886e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.6999058723450,Volt DC,10,T,2W,F,F,03/28/2018,00:15:14,.963903860
55,-3.316288257338e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.6000199317932,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.034277980
56,-3.246629205478e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.4997735023499,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.104662580
57,-3.176970722052e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.3999104499817,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.175056280
58,-3.107313375494e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.3000373840332,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.245448980
59,-3.030688731087e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.1998605728149,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.315824400
60,-2.96102939501e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.1000008583069,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.386190940
61,-2.884406455905e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.9997849464417,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.456574680
62,-2.765987971998e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.8998949527740,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.526949760
63,-2.696328635921e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.8000285625458,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.597331920
64,-2.647568067005e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.6999006271362,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.667694200
65,-2.536114322993e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.6000330448151,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.738080060
66,-2.473422568983e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.4998033046722,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.808475920
67,-2.396798208792e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.3999235630035,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.878861200
68,-2.341072047329e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.3000445365906,Volt DC,10,T,2W,F,F,03/28/2018,00:15:15,.949277360
69,-2.243549204195e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.1998033523560,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.019668760
70,-2.159959819892e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.0999772548676,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.090068400
71,-2.062439818928e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.9997828006744,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.160452780
72,-2.03457545922e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.8999092578888,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.230858540
73,-1.916156691095e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.8000011444092,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.301245080
74,-1.860430813849e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.6998128890991,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.371637260
75,-1.783806737876e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.5999240875244,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.442052740
76,-1.707181240818e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.4997556209564,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.512435880
77,-1.630557733279e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.3999099731445,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.582820520
78,-1.526070718683e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.3000361919403,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.653203020
79,-1.498208064277e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.1997780799866,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.723616560
80,-1.407652518992e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.0999290943146,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.794024760
81,-1.337994604e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.9997116327286,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.864403960
82,-1.268336404792e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.8998919725418,Volt DC,10,T,2W,F,F,03/28/2018,00:15:16,.934802100
83,-1.205643513913e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.7999746799469,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.005214420
84,-1.122053490121e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.6997829675674,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.075602260
85,-1.052395433021e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.5998969078064,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.145985880
86,-9.479085605335e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.4996657371521,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.216385560
87,-8.782505034333e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.3998445272446,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.286794120
88,-8.294893660832e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.2999650239944,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.357159620
89,-7.319687966856e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.1997464895248,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.427580280
90,-6.623104553682e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.0998491048813,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.497982240
91,-5.926531088107e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.9996554851532,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.568406340
92,-5.369263789134e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.8997787833214,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.638803680
93,-4.533364261761e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.7999408245087,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.709207920
94,-3.418835348157e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.6997398138046,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.779622780
95,-2.722254066612e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.5998798608780,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.850018560
96,-1.886353118152e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.4995749294758,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.920417800
97,-1.46840193338e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.3997107446194,Volt DC,10,T,2W,F,F,03/28/2018,00:15:17,.990814760
98,-9.807955336782e-09,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.2998702526093,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.061240480
99,-1.449002695608e-09,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.1997106969357,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.131647700
100,4.820229548841e-09,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0998176336288,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.202035860
101,1.248260872444e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0000809383928,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.272441440
102,1.805527105603e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1000752225518,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.343156420
103,2.780740615549e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1999493390322,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.413561780
104,3.686294647309e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2997765839100,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.483959920
105,4.243559814654e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.3999628424644,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.554372240
106,4.80082533727e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.4998327493668,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.624752980
107,5.845696904316e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.6001101136208,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.695164680
108,6.611935532419e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.6999677419662,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.765553040
109,7.238858756864e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.8001703619957,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.835950980
110,8.144408525368e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.9000046849251,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.906348220
111,8.840982701486e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.9998761415482,Volt DC,10,T,2W,F,F,03/28/2018,00:15:18,.976755060
112,9.398241473946e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.1000716686249,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.047176940
113,1.016447370716e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.1999515295029,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.117587420
114,1.072173176908e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.3001704216003,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.188006140
115,1.134864930918e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.4000475406647,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.258420100
116,1.232385216099e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.4998539686203,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.328829580
117,1.267214031486e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.6000802516937,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.399231800
118,1.343836970591e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.6999622583389,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.469649040
119,1.434391663224e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.8001543283463,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.540061680
120,1.51798076331e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.9000536203384,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.610484540
121,1.580672375212e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,1.9998928308487,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.680884220
122,1.63639811035e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,2.1000845432281,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.751294540
123,1.706055456907e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,2.1999456882477,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.821707540
124,1.761781334153e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,2.3001899719238,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.892111720
125,1.852335458352e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,2.4000408649445,Volt DC,10,T,2W,F,F,03/28/2018,00:15:19,.962522880
126,1.901095743051e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,2.5002386569977,Volt DC,10,T,2W,F,F,03/28/2018,00:15:20,.032922000
127,1.984685127354e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,2.6000709533691,Volt DC,10,T,2W,F,F,03/28/2018,00:15:20,.103330120
128,2.068273659006e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,2.6999413967133,Volt DC,10,T,2W,F,F,03/28/2018,00:15:20,.173738400
129,2.123998683601e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,2.8001263141632,Volt DC,10,T,2W,F,F,03/28/2018,00:15:20,.244134100
130,2.186691574479e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,2.9000298976898,Volt DC,10,T,2W,F,F,03/28/2018,00:15:20,.314548160
131,2.24938332849e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,3.0002355575562,Volt DC,10,T,2W,F,F,03/28/2018,00:15:20,.384942140
